Methods,SVHN-FPR,SVHN-AUROC,places365-FPR,places365-AUROC,LSUN-FPR,LSUN-AUROC,iSUN-FPR,iSUN-AUROC,dtd-FPR,dtd-AUROC,AVG-FPR,AVG-AUROC
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage1-seen-inc,2.2702827289489855,99.58476490473264,59.89,89.13730000000001,13.41,97.50132,29.8375350140056,94.7799663865546,18.102836879432623,96.38294326241136,24.702130924477437,95.47725891073972,84.39999999999999,84.39999999999999,nan,84.39999999999999,84.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage1-seen-inc,2.266441303011678,99.58469575906575,59.85,89.12942000000001,13.38,97.50236,29.80392156862745,94.77729971988795,18.04964539007092,96.38368794326242,24.67000165234201,95.47549268444322,84.39999999999999,84.39999999999999,nan,84.39999999999999,84.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage2-seen-inc,3.8952059004302395,99.25999923171481,64.51,83.44167,24.44,94.75435000000002,35.65266106442577,92.49420728291315,18.98936170212766,96.04980496453902,29.49744573339673,93.2000062958334,71.1,67.2,75.0,71.1,77.75
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage2-seen-inc,5.331899200983405,99.03758451137062,60.6,85.15646,37.19,91.59013000000002,39.05882352941176,91.76689075630252,24.20212765957447,94.99067375886526,33.27657007799393,92.50834780530768,70.6,66.0,75.2,70.6,77.49999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage3-seen-inc,5.055316533497233,99.03753585330874,70.52000000000001,80.74394666666666,29.25,93.83906666666667,42.49859943977591,91.26783940242763,25.638297872340427,94.62686761229314,34.59244276912271,91.90305124027259,65.93333333333334,67.4,65.2,65.93333333333334,73.8111111111111
pycil-icarl,79.12185003073141,83.37531163567917,77.01,78.78103250000001,65.61,87.2931325,67.42857142857143,87.78817366946778,75.58510638297872,81.06572695035462,72.95110556845631,83.6606754511003
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage4-seen-inc,4.502151198524892,99.11980831284573,75.14999999999999,74.94873000000001,28.77,94.182575,40.44817927170868,90.4669355742297,24.379432624113477,94.88780141843972,34.64995261886942,90.72117006110304,61.85000000000001,67.0,60.13333333333334,61.85000000000001,70.82083333333333
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage3-seen-inc,7.068223724646589,98.14103411186231,75.92,71.82046666666668,40.68,88.34247333333333,41.54621848739496,89.35202987861811,21.595744680851066,94.60862884160757,37.36203737857851,88.4529265664176,68.8,69.6,68.4,68.8,74.6
pycil-icarl,59.430700676090964,78.83530270436385,87.21,67.08426470588235,88.19,71.05708352941176,80.68347338935574,80.80571296753996,73.82978723404256,78.92351689612016,77.86879225989784,75.34117616066361
pycil-der,81.0617701290719,83.65155145590042,76.18,78.8929775,64.03999999999999,87.1994,71.64145658263305,86.04002240896358,76.56028368794327,80.68064937943262,73.89670207992964,83.29292014885932
pycil-icarl,52.0820528580209,83.07526164378885,88.79,64.18314555555556,86.2,70.28459222222223,68.33613445378151,83.30558730158731,70.49645390070923,80.1762608353034,73.18092824250233,76.20496951169147
pycil-der,97.7681315304241,50.84122347156441,91.91,58.298542352941176,97.87,54.520423529411765,78.22969187675069,70.73684758609326,83.93617021276596,62.625260742594904,89.94279872398815,59.4044595365211
pycil-icarl,64.15181315304241,76.57070205091708,87.29,63.904684210526305,89.46,64.84894,59.33893557422969,86.49418133569216,69.04255319148936,80.11135125046658,73.8566603837523,74.38597176952044
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage5-seen-inc,4.797940995697603,99.09333743085433,74.37,76.35234399999999,32.17,93.8511,40.90756302521009,91.03191932773107,26.382978723404253,94.69475886524823,35.72569654886239,91.00469192476673,56.48,46.2,59.050000000000004,56.48,67.95266666666666
pycil-der,92.46312231100184,56.16083282114322,91.08000000000001,55.306497777777786,92.93,59.199194444444444,65.60224089635854,77.25387861811392,81.18794326241134,66.31499408983451,84.65266129395434,62.84707955026278
pycil-icarl,75.01920712968654,72.78325407191149,88.3,63.41179699999999,92.14,62.38304000000001,76.3249299719888,76.67247955182073,69.9290780141844,78.78139539007091,80.34264302317196,70.80639320276063
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage4-seen-inc,5.961893054701905,98.43774393054703,77.64999999999999,70.83493000000001,60.73,84.26422000000001,48.806722689075634,85.53977030812325,32.94326241134752,91.9481205673759,45.21837563102501,86.20495696120925,62.2,62.0,62.26666666666667,62.2,71.49999999999999
pycil-icarl,78.5379532882606,68.24263543770304,89.94,61.88340952380952,88.69,62.31962,89.06442577030812,69.27503374683207,79.52127659574468,74.62119891928403,85.1507311308627,67.26837952552573
pycil-der,94.26475107559926,49.677449212305504,92.66,53.3932852631579,95.65,52.66170210526315,71.58543417366947,74.40102491522924,79.55673758865248,69.93485628966032,86.74338456758426,60.01366355712322
pycil-icarl,86.83543331284574,60.632352838464556,88.17,63.98211181818182,93.31,52.81450363636364,91.52941176470588,64.51506900942195,82.41134751773049,70.08608639587362,88.45123851905642,62.40602473966111
pycil-der,93.3658574062692,54.128164566687154,93.17,53.18168599999999,95.93,51.66024,73.70308123249299,73.42226666666667,80.42553191489363,70.68256028368795,87.31889411073116,60.61498350340835
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-c110-stage6-seen-inc,4.740319606637984,99.11829671173939,74.82,77.05104666666666,33.72,93.83811,41.187675070028014,91.50881419234359,28.45744680851064,94.50091016548463,36.58508829703532,91.20343554724685,53.2,58.599999999999994,52.12,53.2,65.49388888888889
pycil-der,96.25845113706207,49.67861130623116,94.74000000000001,52.15233714285714,97.91,46.83447047619047,80.64985994397759,71.86841349873282,89.37943262411348,64.94543735224586,91.78754874103063,57.0958539552515
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage5-seen-inc,5.885064535955746,98.5701167793485,79.29,66.927004,44.15,87.871776,47.9327731092437,84.820118767507,24.27304964539007,94.59783687943262,40.3061774581179,86.55737048525764,53.6,41.8,56.55,53.6,67.91999999999999
pycil-der,97.84880147510756,45.78044818964072,94.89,52.11196727272728,98.61,39.80196,86.14005602240896,68.99653781512605,94.32624113475178,57.09888297872341,94.36301972645366,52.75795925124349
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-c110-stage6-seen-inc,6.107867240319607,98.59725850235608,86.19,70.93600666666666,67.32000000000001,81.62662333333334,60.10084033613445,83.87076003734828,40.0531914893617,91.5212293144208,51.95437981316316,85.31037557082503,49.8,53.800000000000004,49.0,49.8,64.89999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c90-to-CIFAR-110-stage1-seen-inc,4.6826982175783645,99.11269975414874,44.81,89.44515999999999,5.779999999999999,98.90606000000001,28.87394957983193,94.94216246498598,29.78723404255319,92.39702127659574,22.786776367992697,94.96062069914609,86.2,86.2,nan,86.2,86.2
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c90-to-CIFAR-110-stage1-seen-inc,5.635371850030731,99.00722188076215,46.71,89.50724000000001,9.569999999999999,98.43182,29.299719887955185,95.26447058823528,32.748226950354606,91.82656028368793,24.792663737668104,94.80746255053708,87.0,87.0,nan,87.0,87.0
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c90-to-CIFAR-110-stage2-seen-inc,7.118162261831591,98.6718999692686,72.42,81.16283999999999,48.480000000000004,90.55829000000001,87.59663865546219,68.69059943977591,51.25886524822695,82.80331560283688,53.37473323310415,84.37738900237628,73.1,70.8,75.4,73.1,79.65
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c90-to-CIFAR-110-stage2-seen-inc,14.251690227412418,97.08828749231715,69.37,79.16284,97.09,53.55702,83.56302521008404,70.49410644257703,70.0,74.26964539007092,66.85494308749928,74.91437986499302,70.89999999999999,66.2,75.6,70.89999999999999,78.95
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c90-to-CIFAR-110-stage3-seen-inc,23.555623847572217,95.47652632657241,86.66,65.94283999999999,75.61,78.99562,83.66386554621849,72.07109617180205,59.716312056737586,82.26503546099289,65.84116029010565,78.95022359187347,61.33333333333333,58.599999999999994,62.7,61.33333333333333,73.54444444444445
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c90-to-CIFAR-110-stage3-seen-inc,24.992317148125384,94.78335894283958,78.08,72.11638666666667,91.02,71.78628666666667,78.05042016806722,73.41137628384686,65.47872340425532,77.58919621749409,67.52429214408959,77.93732095550277,63.866666666666674,59.599999999999994,66.0,63.866666666666674,73.92222222222222
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c90-to-CIFAR-110-stage4-seen-inc,14.535955746773203,97.54472956361401,87.71,63.35303,67.13,84.01859999999999,91.58543417366947,65.44765266106442,50.443262411347526,85.96545212765956,62.28093046635804,79.2658928704676,56.25,67.4,52.53333333333333,56.25,69.22083333333333
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c90-to-CIFAR-110-stage4-seen-inc,3.0577750460971114,99.36562884142596,79.82000000000001,67.09352999999999,63.91,83.75507,86.54341736694677,68.14863305322129,36.18794326241135,90.73674645390071,53.903827135091056,81.8199216697096,56.95,64.0,54.6,56.95,69.67916666666667
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c90-to-CIFAR-110-stage1-seen-inc,5.4394591272280275,98.86349108789183,49.36,88.91014,10.69,98.05622000000001,45.50140056022409,91.90319327731093,24.361702127659573,94.50964539007093,27.070512363022342,94.44853795105473,85.8,85.8,nan,85.8,85.8
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage1-seen-inc,2.2702827289489855,99.58493392747388,59.91,89.13734,13.41,97.50182000000002,29.84873949579832,94.7801232492997,18.102836879432623,96.38397163120567,24.708371820835985,95.47763776159584,84.39999999999999,84.39999999999999,nan,84.39999999999999,84.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage1-seen-inc,2.2702827289489855,99.5847802704364,59.89,89.1371,13.41,97.50110000000001,29.84873949579832,94.78227450980391,18.085106382978726,96.38418439716312,24.700825721545208,95.47788783548069,84.39999999999999,84.39999999999999,nan,84.39999999999999,84.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage1-seen-inc,2.811923786109404,99.49585125998772,52.04,91.78197999999999,12.22,97.97468,23.831932773109244,96.49429691876752,28.333333333333332,94.43258865248227,23.847437978510396,96.0358793662475,81.39999999999999,81.39999999999999,nan,81.39999999999999,81.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage1-seen-inc,2.811923786109404,99.49585894283959,52.09,91.77327999999999,12.24,97.97254,23.831932773109244,96.49033053221288,28.31560283687943,94.43329787234043,23.857891879219615,96.03306146947858,81.6,81.6,nan,81.6,81.6
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage2-seen-inc,3.891364474492932,99.25936155500922,64.60000000000001,83.40054,24.5,94.72867000000001,35.77591036414566,92.48400000000001,18.98936170212766,96.0592730496454,29.55132730815325,93.18636892093093,71.0,67.2,74.8,71.0,77.69999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage2-seen-inc,5.316533497234174,99.03783804548249,60.51,85.16687,37.059999999999995,91.59609,39.0140056022409,91.76552380952381,24.131205673758867,94.98992907801419,33.206348954646785,92.5112501866041,70.6,66.0,75.2,70.6,77.49999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage2-seen-inc,4.820989551321451,99.22359403810694,50.78,90.14412,31.209999999999997,95.55097999999998,26.64425770308123,95.39173109243697,29.69858156028369,93.4633510638298,28.630765762937273,94.75475523887474,66.2,61.6,70.8,66.2,73.8
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage1-seen-inc,2.8157652120467116,99.49499078057775,51.99,91.786,12.31,97.96488,23.75350140056022,96.50063865546218,28.351063829787233,94.42787234042554,23.844066088478836,96.03487635529308,81.2,81.2,nan,81.2,81.2
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage3-seen-inc,5.024585125998771,99.0393848596599,70.38,80.76708,29.17,93.84881333333334,42.26330532212885,91.2908309990663,25.602836879432623,94.62804964539008,34.48814546551205,91.91483176748993,66.0,67.4,65.3,66.0,73.8
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage1-seen-inc,2.7888752304855564,99.4983635525507,51.800000000000004,91.7908,12.2,97.96834,23.686274509803923,96.50379831932774,28.173758865248228,94.46421985815603,23.72978172110754,96.0451043460069,81.39999999999999,81.39999999999999,nan,81.39999999999999,81.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage2-seen-inc,3.98740012292563,99.2991779348494,53.839999999999996,88.01558,47.69,91.83479000000003,36.48179271708683,92.07810644257702,33.705673758865245,92.02,35.14097331977554,92.64953087548528,68.30000000000001,67.0,69.6,68.30000000000001,74.95
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage3-seen-inc,7.037492317148125,98.14620723212457,75.63,71.89363999999999,40.52,88.36529333333334,41.378151260504204,89.3835294117647,21.50709219858156,94.61082742316785,37.21454715524678,88.47989948007809,68.93333333333334,69.6,68.60000000000001,68.93333333333334,74.64444444444443
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage3-seen-inc,4.32160417947142,99.1677192173735,58.42,86.71478,28.03,95.44942,30.050420168067227,94.71231372549019,31.27659574468085,92.36528368794326,30.419724018443894,93.6819033261614,61.86666666666667,67.0,59.3,61.86666666666667,69.82222222222222
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage4-seen-inc,4.52519975414874,99.11974685003074,75.32,74.84170999999999,28.849999999999998,94.17173500000001,40.7170868347339,90.40653221288515,24.45035460992908,94.9111524822695,34.772528239762345,90.69017530903707,61.85000000000001,67.0,60.13333333333334,61.85000000000001,70.8125
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage2-seen-inc,3.879840196681008,99.30503610940382,53.6,87.981,47.21,91.82080999999998,36.089635854341736,92.0995182072829,33.45744680851064,92.03218085106383,34.84738457190667,92.64770903355009,67.9,66.4,69.39999999999999,67.9,74.55000000000001
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage2-seen-inc,4.817148125384143,99.23432314074985,51.07000000000001,90.17068000000002,31.45,95.5706,27.09243697478992,95.37378151260505,30.0,93.44443262411349,28.885917020034814,94.75876345549368,66.3,61.6,71.0,66.3,73.85
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage4-seen-inc,5.9811001843884455,98.43776121696374,77.66999999999999,70.830075,60.46,84.35404499999999,48.773109243697476,85.535837535014,32.92553191489362,91.96132978723405,45.1619482685959,86.22380970784235,62.1,62.0,62.133333333333326,62.1,71.50833333333333
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage3-seen-inc,5.0207437000614625,98.72077955337022,57.35,85.26544666666666,37.41,92.39508000000001,31.249299719887958,94.1015873015873,27.854609929078016,92.6053427895981,31.776930669805488,92.61764726224447,62.33333333333333,69.19999999999999,58.9,62.33333333333333,70.74444444444445
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage4-seen-inc,8.212968653964351,98.27178664720346,74.26,82.18354500000001,38.03,93.17798499999998,36.82913165266106,93.509837535014,33.42198581560284,91.46494680851065,38.150817224445646,91.72162019814563,56.15,61.6,54.333333333333336,56.15,66.40416666666667
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage5-seen-inc,4.3600184388445,99.06450061462813,81.56,70.00264800000001,44.85,89.759148,51.831932773109244,85.29057254901961,28.43971631205674,93.88758865248228,42.2083335048021,87.600891563226,55.52,41.0,59.150000000000006,55.52,67.754
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage5-seen-inc,6.211585740626921,98.46115550092193,79.46,73.45856799999999,66.43,83.31308,52.43697478991597,87.04882016806724,40.0531914893617,90.50274468085107,48.91835040398092,86.55687366996804,56.64,47.599999999999994,58.9,56.64,68.53466666666665
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage3-seen-inc,5.1052550706822375,98.72399610735505,57.86,85.31104,37.669999999999995,92.48103333333333,31.85434173669468,94.10785434173671,28.26241134751773,92.58685579196218,32.15040163097893,92.64215591487745,62.33333333333333,69.19999999999999,58.9,62.33333333333333,70.47777777777779
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage3-seen-inc,4.256299938537185,99.18233968449088,58.87,86.72461333333334,28.21,95.47258666666667,30.565826330532214,94.70385060690944,31.578014184397162,92.33706855791962,30.69602809069331,93.68409176986398,61.8,67.4,59.0,61.8,69.83333333333333
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage5-seen-inc,5.60079901659496,98.89511063306699,78.83,74.431664,27.16,94.77982399999999,42.15126050420168,90.53080112044819,22.907801418439718,94.94980141843972,35.32997218784727,90.71744023439099,51.0,40.2,53.7,51.0,63.323333333333345
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage4-seen-inc,11.4820221266134,97.20460586969882,76.91,77.38875,55.28999999999999,88.406835,42.52100840336134,91.10220728291316,37.30496453900709,90.66339539007092,44.70159901379637,88.95315870853658,56.99999999999999,62.6,55.13333333333333,56.99999999999999,67.30833333333334
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_true_false-stage6-seen-inc,6.034880147510756,98.5496389059619,79.56,73.90259999999999,59.81999999999999,85.86427,53.01960784313725,87.16200933706816,39.64539007092199,91.03806737588653,47.615975612313996,87.30331712378332,53.2,62.6,51.32,53.2,65.97888888888889
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmnone-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-ol_c10_false_true-stage6-seen-inc,4.471419791026429,98.91360761114525,77.09,79.78711333333332,50.32,88.90266666666668,42.44257703081232,91.45406909430437,33.72340425531915,93.09653664302601,41.60948021543159,90.43079866969514,50.2,53.0,49.64,50.2,64.82833333333335
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage4-seen-inc,8.186078672403196,98.28005531653349,74.41,82.12963500000001,38.21,93.122615,36.97478991596639,93.48371988795517,33.54609929078014,91.43882092198582,38.26539357582994,91.69096922529491,56.10000000000001,61.199999999999996,54.400000000000006,56.10000000000001,66.39999999999999
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage4-seen-inc,11.393669330055317,97.20223378918253,76.86,77.48507500000001,54.620000000000005,88.549575,42.19607843137255,91.16764705882355,37.251773049645394,90.60518617021276,44.464304162214646,89.00194340364376,56.89999999999999,62.6,55.00000000000001,56.89999999999999,67.08333333333334
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-stage6-seen-inc,5.8965888137676705,98.86456284572832,77.71000000000001,73.99400333333332,28.4,94.48386333333335,44.582633053221286,89.59881605975724,23.04964539007092,95.04689125295509,35.92777345141197,90.39762736502148,49.833333333333336,59.8,47.839999999999996,49.833333333333336,61.07500000000001
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage5-seen-inc,4.867086662569146,98.984852489244,74.11999999999999,74.882976,34.160000000000004,93.39457599999999,39.260504201680675,90.65167058823529,20.212765957446805,95.72810638297872,34.52407136433933,90.7284362920916,52.2,42.199999999999996,54.7,52.2,64.28666666666668
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage5-seen-inc,5.420251997541487,98.91519821757836,78.5,74.835352,26.950000000000003,94.83665200000002,41.69187675070028,90.70248963585435,22.890070921985817,94.91453191489363,35.09043993404551,90.84084475366527,51.04,39.6,53.900000000000006,51.04,63.32799999999998
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage5-seen-inc,4.794099569760295,98.99256607252612,73.50999999999999,75.26121599999999,33.89,93.466852,38.7563025210084,90.86090308123248,20.088652482269502,95.7047659574468,34.20781091460764,90.85726062224107,52.480000000000004,42.6,54.949999999999996,52.480000000000004,64.16266666666667
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-ol1-continual-from-c80-to-CIFAR-110-stage6-seen-inc,7.237246465888138,98.4635077340709,80.43,65.33421333333334,46.489999999999995,86.46835333333335,51.26050420168067,82.87976844070963,24.858156028368793,94.63666075650117,42.05518133918752,85.55650071958966,47.8,53.6,46.64,47.8,61.538888888888884
top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-continual-from-c80-to-CIFAR-110-no-pcon_inc-stage6-seen-inc,5.316533497234174,98.95474031960664,80.28999999999999,74.95483666666667,28.43,94.85899333333333,47.73109243697479,89.50882539682539,23.31560283687943,95.11256501182032,37.01664575421768,90.67799214565048,47.733333333333334,54.400000000000006,46.400000000000006,47.733333333333334,60.728888888888875
